Region,Compound,Cow-Stage,Emissions
SW,Enteric_CH4,Beef_Cow_Calf,79.24060471698112
SW,Enteric_CH4,stocker,77.16486972147351
SW,Enteric_CH4,background,67.8595013477089
SW,Enteric_CH4,grain_finish,46.2349730458221
SW,Enteric_CH4,grass_finish,76.99433962264152
NW,Enteric_CH4,Beef_Cow_Calf,79.24060471698112
NW,Enteric_CH4,stocker,77.16486972147351
NW,Enteric_CH4,background,67.8595013477089
NW,Enteric_CH4,grain_finish,46.2349730458221
NW,Enteric_CH4,grass_finish,76.99433962264152
SP,Enteric_CH4,Beef_Cow_Calf,79.24060471698112
SP,Enteric_CH4,stocker,77.16486972147351
SP,Enteric_CH4,background,67.8595013477089
SP,Enteric_CH4,grain_finish,46.2349730458221
SP,Enteric_CH4,grass_finish,76.99433962264152
NP,Enteric_CH4,Beef_Cow_Calf,79.24060471698112
NP,Enteric_CH4,stocker,77.16486972147351
NP,Enteric_CH4,background,67.8595013477089
NP,Enteric_CH4,grain_finish,46.2349730458221
NP,Enteric_CH4,grass_finish,76.99433962264152
Midwest,Enteric_CH4,Beef_Cow_Calf,79.24060471698112
Midwest,Enteric_CH4,stocker,77.16486972147351
Midwest,Enteric_CH4,background,67.8595013477089
Midwest,Enteric_CH4,grain_finish,46.2349730458221
Midwest,Enteric_CH4,grass_finish,76.99433962264152
NE,Enteric_CH4,Beef_Cow_Calf,79.24060471698112
NE,Enteric_CH4,stocker,77.16486972147351
NE,Enteric_CH4,background,67.8595013477089
NE,Enteric_CH4,grain_finish,46.2349730458221
NE,Enteric_CH4,grass_finish,76.99433962264152
SE,Enteric_CH4,Beef_Cow_Calf,79.24060471698112
SE,Enteric_CH4,stocker,77.16486972147351
SE,Enteric_CH4,background,67.8595013477089
SE,Enteric_CH4,grain_finish,46.2349730458221
SE,Enteric_CH4,grass_finish,76.99433962264152
SW,Manure_CH4,Beef_Cow_Calf,2.5129801283472695
SW,Manure_CH4,stocker,2.447151746369919
SW,Manure_CH4,background,2.539557690826093
SW,Manure_CH4,grain_finish,1.5753966283584382
SW,Manure_CH4,grass_finish,2.441743676212195
NW,Manure_CH4,Beef_Cow_Calf,1.6753200855648465
NW,Manure_CH4,stocker,1.6314344975799462
NW,Manure_CH4,background,1.645884869474382
NW,Manure_CH4,grain_finish,1.0502644189056254
NW,Manure_CH4,grass_finish,2.441743676212195
SP,Manure_CH4,Beef_Cow_Calf,3.350640171129693
SP,Manure_CH4,stocker,3.2628689951598924
SP,Manure_CH4,background,8.229424347371912
SP,Manure_CH4,grain_finish,5.251322094528128
SP,Manure_CH4,grass_finish,2.441743676212195
NP,Manure_CH4,Beef_Cow_Calf,1.6753200855648465
NP,Manure_CH4,stocker,1.6314344975799462
NP,Manure_CH4,background,1.645884869474382
NP,Manure_CH4,grain_finish,1.0502644189056254
NP,Manure_CH4,grass_finish,2.441743676212195
Midwest,Manure_CH4,Beef_Cow_Calf,2.5129801283472695
Midwest,Manure_CH4,stocker,2.447151746369919
Midwest,Manure_CH4,background,2.468827304211573
Midwest,Manure_CH4,grain_finish,1.5753966283584382
Midwest,Manure_CH4,grass_finish,2.441743676212195
NE,Manure_CH4,Beef_Cow_Calf,2.5129801283472695
NE,Manure_CH4,stocker,2.447151746369919
NE,Manure_CH4,background,2.468827304211573
NE,Manure_CH4,grain_finish,1.5753966283584382
NE,Manure_CH4,grass_finish,2.441743676212195
SE,Manure_CH4,Beef_Cow_Calf,3.350640171129693
SE,Manure_CH4,stocker,3.2628689951598924
SE,Manure_CH4,background,8.229424347371912
SE,Manure_CH4,grain_finish,5.251322094528128
SE,Manure_CH4,grass_finish,2.441743676212195
SW,Manure_N2O,Beef_Cow_Calf,1.9865808864
SW,Manure_N2O,stocker,1.9345417142857144
SW,Manure_N2O,background,1.9852454285714283
SW,Manure_N2O,grain_finish,1.5322157714285713
SW,Manure_N2O,grass_finish,1.8435044571428576
NW,Manure_N2O,Beef_Cow_Calf,1.9865808864
NW,Manure_N2O,stocker,1.9345417142857144
NW,Manure_N2O,background,1.9852454285714283
NW,Manure_N2O,grain_finish,1.5322157714285713
NW,Manure_N2O,grass_finish,1.8435044571428576
SP,Manure_N2O,Beef_Cow_Calf,1.9865808864
SP,Manure_N2O,stocker,1.9345417142857144
SP,Manure_N2O,background,1.9852454285714283
SP,Manure_N2O,grain_finish,1.5322157714285713
SP,Manure_N2O,grass_finish,1.8435044571428576
NP,Manure_N2O,Beef_Cow_Calf,1.9865808864
NP,Manure_N2O,stocker,1.9345417142857144
NP,Manure_N2O,background,1.9852454285714283
NP,Manure_N2O,grain_finish,1.5322157714285713
NP,Manure_N2O,grass_finish,1.8435044571428576
Midwest,Manure_N2O,Beef_Cow_Calf,1.9865808864
Midwest,Manure_N2O,stocker,1.9345417142857144
Midwest,Manure_N2O,background,1.9852454285714283
Midwest,Manure_N2O,grain_finish,1.5322157714285713
Midwest,Manure_N2O,grass_finish,1.8435044571428576
NE,Manure_N2O,Beef_Cow_Calf,1.9865808864
NE,Manure_N2O,stocker,1.9345417142857144
NE,Manure_N2O,background,1.9852454285714283
NE,Manure_N2O,grain_finish,1.5322157714285713
NE,Manure_N2O,grass_finish,1.8435044571428576
SE,Manure_N2O,Beef_Cow_Calf,1.9865808864
SE,Manure_N2O,stocker,1.9345417142857144
SE,Manure_N2O,background,1.9852454285714283
SE,Manure_N2O,grain_finish,1.5322157714285713
SE,Manure_N2O,grass_finish,1.8435044571428576
SW,FarmOp_CO2,Beef_Cow_Calf,163.0
SW,FarmOp_CO2,stocker,350.0
SW,FarmOp_CO2,background,30.2
SW,FarmOp_CO2,grain_finish,30.2
SW,FarmOp_CO2,grass_finish,350.0
NW,FarmOp_CO2,Beef_Cow_Calf,42.4
NW,FarmOp_CO2,stocker,34.8
NW,FarmOp_CO2,background,46.3
NW,FarmOp_CO2,grain_finish,46.3
NW,FarmOp_CO2,grass_finish,34.8
SP,FarmOp_CO2,Beef_Cow_Calf,68.2
SP,FarmOp_CO2,stocker,64.0
SP,FarmOp_CO2,background,30.5
SP,FarmOp_CO2,grain_finish,30.5
SP,FarmOp_CO2,grass_finish,64.0
NP,FarmOp_CO2,Beef_Cow_Calf,181.6
NP,FarmOp_CO2,stocker,278.4
NP,FarmOp_CO2,background,62.0
NP,FarmOp_CO2,grain_finish,62.0
NP,FarmOp_CO2,grass_finish,278.4
MW,FarmOp_CO2,Beef_Cow_Calf,278.7
MW,FarmOp_CO2,stocker,42.2
MW,FarmOp_CO2,background,665.4
MW,FarmOp_CO2,grain_finish,665.4
MW,FarmOp_CO2,grass_finish,42.2
SE,FarmOp_CO2,Beef_Cow_Calf,42.1
SE,FarmOp_CO2,stocker,14.0
SE,FarmOp_CO2,background,69.6
SE,FarmOp_CO2,grain_finish,69.6
SE,FarmOp_CO2,grass_finish,14.0
NE,FarmOp_CO2,Beef_Cow_Calf,88.2
NE,FarmOp_CO2,stocker,35.6
NE,FarmOp_CO2,background,201.3
NE,FarmOp_CO2,grain_finish,201.3
NE,FarmOp_CO2,grass_finish,35.6
SW,fert_N2O_corn_grain,grain_finish,0.9797266660202126
SW,fert_N2O_corn_silage,background,0.20032670532505045
SW,fert_N2O_corn_silage,grain_finish,0.12019602319503027
SW,fert_N2O_hay/silage,Beef_Cow_Calf,0.2329319567962376
SW,fert_N2O_hay/silage,stocker,0.2329319567962376
SW,fert_N2O_hay/silage,background,0.5240969027915346
SW,fert_N2O_hay/silage,grain_finish,0.10481938055830692
SW,fert_N2O_hay/silage,grass_finish,0.13975917407774258
NW,fert_N2O_corn_grain,grain_finish,0.9797266660202126
NW,fert_N2O_corn_silage,background,0.20032670532505045
NW,fert_N2O_corn_silage,grain_finish,0.12019602319503027
NW,fert_N2O_hay/silage,Beef_Cow_Calf,0.2329319567962376
NW,fert_N2O_hay/silage,stocker,0.2329319567962376
NW,fert_N2O_hay/silage,background,0.5240969027915346
NW,fert_N2O_hay/silage,grain_finish,0.10481938055830692
NW,fert_N2O_hay/silage,grass_finish,0.13975917407774258
SE,fert_N2O_corn_grain,grain_finish,0.9797266660202126
SE,fert_N2O_corn_silage,background,0.20032670532505045
SE,fert_N2O_corn_silage,grain_finish,0.12019602319503027
SE,fert_N2O_hay/silage,Beef_Cow_Calf,0.2329319567962376
SE,fert_N2O_hay/silage,stocker,0.2329319567962376
SE,fert_N2O_hay/silage,background,0.5240969027915346
SE,fert_N2O_hay/silage,grain_finish,0.10481938055830692
SE,fert_N2O_hay/silage,grass_finish,0.13975917407774258
NE,fert_N2O_corn_grain,grain_finish,0.9797266660202126
NE,fert_N2O_corn_silage,background,0.20032670532505045
NE,fert_N2O_corn_silage,grain_finish,0.12019602319503027
NE,fert_N2O_hay/silage,Beef_Cow_Calf,0.2329319567962376
NE,fert_N2O_hay/silage,stocker,0.2329319567962376
NE,fert_N2O_hay/silage,background,0.5240969027915346
NE,fert_N2O_hay/silage,grain_finish,0.10481938055830692
NE,fert_N2O_hay/silage,grass_finish,0.13975917407774258
Midwest,fert_N2O_corn_grain,grain_finish,0.9797266660202126
Midwest,fert_N2O_corn_silage,background,0.20032670532505045
Midwest,fert_N2O_corn_silage,grain_finish,0.12019602319503027
Midwest,fert_N2O_hay/silage,Beef_Cow_Calf,0.2329319567962376
Midwest,fert_N2O_hay/silage,stocker,0.2329319567962376
Midwest,fert_N2O_hay/silage,background,0.5240969027915346
Midwest,fert_N2O_hay/silage,grain_finish,0.10481938055830692
Midwest,fert_N2O_hay/silage,grass_finish,0.13975917407774258
NP,fert_N2O_corn_grain,grain_finish,0.9797266660202126
NP,fert_N2O_corn_silage,background,0.20032670532505045
NP,fert_N2O_corn_silage,grain_finish,0.12019602319503027
NP,fert_N2O_hay/silage,Beef_Cow_Calf,0.2329319567962376
NP,fert_N2O_hay/silage,stocker,0.2329319567962376
NP,fert_N2O_hay/silage,background,0.5240969027915346
NP,fert_N2O_hay/silage,grain_finish,0.10481938055830692
NP,fert_N2O_hay/silage,grass_finish,0.13975917407774258
SP,fert_N2O_corn_grain,grain_finish,0.9797266660202126
SP,fert_N2O_corn_silage,background,0.20032670532505045
SP,fert_N2O_corn_silage,grain_finish,0.12019602319503027
SP,fert_N2O_hay/silage,Beef_Cow_Calf,0.2329319567962376
SP,fert_N2O_hay/silage,stocker,0.2329319567962376
SP,fert_N2O_hay/silage,background,0.5240969027915346
SP,fert_N2O_hay/silage,grain_finish,0.10481938055830692
SP,fert_N2O_hay/silage,grass_finish,0.13975917407774258
SW,N_fert_production_CO2_corn,background,22.829676470588236
SW,N_fert_production_CO2_corn,grain_finish,77.62089999999999
SW,P_fert_production_CO2_corn,background,2.7940400820433435
SW,P_fert_production_CO2_corn,grain_finish,9.499736278947367
SW,K_fert_production_CO2_corn,background,1.9665886416408662
SW,K_fert_production_CO2_corn,grain_finish,6.686401381578945
SW,N_fert_production_CO2_hay/silage,Beef_Cow_Calf,37.749766062683804
SW,N_fert_production_CO2_hay/silage,stocker,36.7608979089335
SW,N_fert_production_CO2_hay/silage,background,82.71202029510039
SW,N_fert_production_CO2_hay/silage,grain_finish,16.542404059020075
SW,N_fert_production_CO2_hay/silage,grass_finish,22.056538745360104
NW,N_fert_production_CO2_corn,background,22.829676470588236
NW,N_fert_production_CO2_corn,grain_finish,77.62089999999999
NW,P_fert_production_CO2_corn,background,2.7940400820433435
NW,P_fert_production_CO2_corn,grain_finish,9.499736278947367
NW,K_fert_production_CO2_corn,background,1.9665886416408662
NW,K_fert_production_CO2_corn,grain_finish,6.686401381578945
NW,N_fert_production_CO2_hay/silage,Beef_Cow_Calf,37.749766062683804
NW,N_fert_production_CO2_hay/silage,stocker,36.7608979089335
NW,N_fert_production_CO2_hay/silage,background,82.71202029510039
NW,N_fert_production_CO2_hay/silage,grain_finish,16.542404059020075
NW,N_fert_production_CO2_hay/silage,grass_finish,22.056538745360104
SE,N_fert_production_CO2_corn,background,22.829676470588236
SE,N_fert_production_CO2_corn,grain_finish,77.62089999999999
SE,P_fert_production_CO2_corn,background,2.7940400820433435
SE,P_fert_production_CO2_corn,grain_finish,9.499736278947367
SE,K_fert_production_CO2_corn,background,1.9665886416408662
SE,K_fert_production_CO2_corn,grain_finish,6.686401381578945
SE,N_fert_production_CO2_hay/silage,Beef_Cow_Calf,37.749766062683804
SE,N_fert_production_CO2_hay/silage,stocker,36.7608979089335
SE,N_fert_production_CO2_hay/silage,background,82.71202029510039
SE,N_fert_production_CO2_hay/silage,grain_finish,16.542404059020075
SE,N_fert_production_CO2_hay/silage,grass_finish,22.056538745360104
NE,N_fert_production_CO2_corn,background,22.829676470588236
NE,N_fert_production_CO2_corn,grain_finish,77.62089999999999
NE,P_fert_production_CO2_corn,background,2.7940400820433435
NE,P_fert_production_CO2_corn,grain_finish,9.499736278947367
NE,K_fert_production_CO2_corn,background,1.9665886416408662
NE,K_fert_production_CO2_corn,grain_finish,6.686401381578945
NE,N_fert_production_CO2_hay/silage,Beef_Cow_Calf,37.749766062683804
NE,N_fert_production_CO2_hay/silage,stocker,36.7608979089335
NE,N_fert_production_CO2_hay/silage,background,82.71202029510039
NE,N_fert_production_CO2_hay/silage,grain_finish,16.542404059020075
NE,N_fert_production_CO2_hay/silage,grass_finish,22.056538745360104
Midwest,N_fert_production_CO2_corn,background,22.829676470588236
Midwest,N_fert_production_CO2_corn,grain_finish,77.62089999999999
Midwest,P_fert_production_CO2_corn,background,2.7940400820433435
Midwest,P_fert_production_CO2_corn,grain_finish,9.499736278947367
Midwest,K_fert_production_CO2_corn,background,1.9665886416408662
Midwest,K_fert_production_CO2_corn,grain_finish,6.686401381578945
Midwest,N_fert_production_CO2_hay/silage,Beef_Cow_Calf,37.749766062683804
Midwest,N_fert_production_CO2_hay/silage,stocker,36.7608979089335
Midwest,N_fert_production_CO2_hay/silage,background,82.71202029510039
Midwest,N_fert_production_CO2_hay/silage,grain_finish,16.542404059020075
Midwest,N_fert_production_CO2_hay/silage,grass_finish,22.056538745360104
NP,N_fert_production_CO2_corn,background,22.829676470588236
NP,N_fert_production_CO2_corn,grain_finish,77.62089999999999
NP,P_fert_production_CO2_corn,background,2.7940400820433435
NP,P_fert_production_CO2_corn,grain_finish,9.499736278947367
NP,K_fert_production_CO2_corn,background,1.9665886416408662
NP,K_fert_production_CO2_corn,grain_finish,6.686401381578945
NP,N_fert_production_CO2_hay/silage,Beef_Cow_Calf,37.749766062683804
NP,N_fert_production_CO2_hay/silage,stocker,36.7608979089335
NP,N_fert_production_CO2_hay/silage,background,82.71202029510039
NP,N_fert_production_CO2_hay/silage,grain_finish,16.542404059020075
NP,N_fert_production_CO2_hay/silage,grass_finish,22.056538745360104
SP,N_fert_production_CO2_corn,background,22.829676470588236
SP,N_fert_production_CO2_corn,grain_finish,77.62089999999999
SP,P_fert_production_CO2_corn,background,2.7940400820433435
SP,P_fert_production_CO2_corn,grain_finish,9.499736278947367
SP,K_fert_production_CO2_corn,background,1.9665886416408662
SP,K_fert_production_CO2_corn,grain_finish,6.686401381578945
SP,N_fert_production_CO2_hay/silage,Beef_Cow_Calf,37.749766062683804
SP,N_fert_production_CO2_hay/silage,stocker,36.7608979089335
SP,N_fert_production_CO2_hay/silage,background,82.71202029510039
SP,N_fert_production_CO2_hay/silage,grain_finish,16.542404059020075
SP,N_fert_production_CO2_hay/silage,grass_finish,22.056538745360104
SW,feed_production_CO2_hay/silage,Beef_Cow_Calf,690.4584063089999
SW,feed_production_CO2_hay/silage,stocker,672.3716099999999
SW,feed_production_CO2_hay/silage,background,1512.8361224999999
SW,feed_production_CO2_hay/silage,grain_finish,302.56722449999995
SW,feed_production_CO2_hay/silage,grass_finish,403.422966
SW,feed_production_CO2_corn_grain,grain_finish,939.47788
SW,feed_production_CO2_corn_silage,background,600.8402787499999
SW,feed_production_CO2_corn_silage,grain_finish,360.50416724999997
NW,feed_production_CO2_hay/silage,Beef_Cow_Calf,690.4584063089999
NW,feed_production_CO2_hay/silage,stocker,672.3716099999999
NW,feed_production_CO2_hay/silage,background,1512.8361224999999
NW,feed_production_CO2_hay/silage,grain_finish,302.56722449999995
NW,feed_production_CO2_hay/silage,grass_finish,403.422966
NW,feed_production_CO2_corn_grain,grain_finish,939.47788
NW,feed_production_CO2_corn_silage,background,600.8402787499999
NW,feed_production_CO2_corn_silage,grain_finish,360.50416724999997
SE,feed_production_CO2_hay/silage,Beef_Cow_Calf,690.4584063089999
SE,feed_production_CO2_hay/silage,stocker,672.3716099999999
SE,feed_production_CO2_hay/silage,background,1512.8361224999999
SE,feed_production_CO2_hay/silage,grain_finish,302.56722449999995
SE,feed_production_CO2_hay/silage,grass_finish,403.422966
SE,feed_production_CO2_corn_grain,grain_finish,939.47788
SE,feed_production_CO2_corn_silage,background,600.8402787499999
SE,feed_production_CO2_corn_silage,grain_finish,360.50416724999997
NE,feed_production_CO2_hay/silage,Beef_Cow_Calf,690.4584063089999
NE,feed_production_CO2_hay/silage,stocker,672.3716099999999
NE,feed_production_CO2_hay/silage,background,1512.8361224999999
NE,feed_production_CO2_hay/silage,grain_finish,302.56722449999995
NE,feed_production_CO2_hay/silage,grass_finish,403.422966
NE,feed_production_CO2_corn_grain,grain_finish,939.47788
NE,feed_production_CO2_corn_silage,background,600.8402787499999
NE,feed_production_CO2_corn_silage,grain_finish,360.50416724999997
Midwest,feed_production_CO2_hay/silage,Beef_Cow_Calf,690.4584063089999
Midwest,feed_production_CO2_hay/silage,stocker,672.3716099999999
Midwest,feed_production_CO2_hay/silage,background,1512.8361224999999
Midwest,feed_production_CO2_hay/silage,grain_finish,302.56722449999995
Midwest,feed_production_CO2_hay/silage,grass_finish,403.422966
Midwest,feed_production_CO2_corn_grain,grain_finish,939.47788
Midwest,feed_production_CO2_corn_silage,background,600.8402787499999
Midwest,feed_production_CO2_corn_silage,grain_finish,360.50416724999997
NP,feed_production_CO2_hay/silage,Beef_Cow_Calf,690.4584063089999
NP,feed_production_CO2_hay/silage,stocker,672.3716099999999
NP,feed_production_CO2_hay/silage,background,1512.8361224999999
NP,feed_production_CO2_hay/silage,grain_finish,302.56722449999995
NP,feed_production_CO2_hay/silage,grass_finish,403.422966
NP,feed_production_CO2_corn_grain,grain_finish,939.47788
NP,feed_production_CO2_corn_silage,background,600.8402787499999
NP,feed_production_CO2_corn_silage,grain_finish,360.50416724999997
SP,feed_production_CO2_hay/silage,Beef_Cow_Calf,690.4584063089999
SP,feed_production_CO2_hay/silage,stocker,672.3716099999999
SP,feed_production_CO2_hay/silage,background,1512.8361224999999
SP,feed_production_CO2_hay/silage,grain_finish,302.56722449999995
SP,feed_production_CO2_hay/silage,grass_finish,403.422966
SP,feed_production_CO2_corn_grain,grain_finish,939.47788
SP,feed_production_CO2_corn_silage,background,600.8402787499999
SP,feed_production_CO2_corn_silage,grain_finish,360.50416724999997
